product_id,product_type,protein_pct,carbs_g,fat_g,moisture_pct,bcaa_g,leucine_g,solubility_index,denaturation_pct,odor_score,flavor_score,lead_ppm,cadmium_ppm,quality_label
WPB200,concentrate,75.41,5.51,2.78,3.08,16.68,6.75,65.22604216,15.84170207,3.459908684,5.525032104,0.003,0.002,Medium
WPB201,concentrate,76.41,3.76,4.25,3.59,15.96,5.62,67.53143181,12.32326965,6.170960823,5.032806867,0.003,0.0012,Medium
WPB202,isolate,55.42,5.25,3.68,4.56,12.96,4.63,41.21572624,26.59930851,3.306776777,3.86034298,0.0044,0.001,Low
WPB203,isolate,86,6.98,7.72,5.12,18.71,7.29,85.21272281,5.395594813,7.918840235,10,0.022,0.0043,High
WPB204,isolate,64.27,2.3,4.39,5.35,14.92,5.1,67.28626561,8.544002334,7.104043936,4.939610183,0.0079,0.0008,Medium
WPB205,blend,60.38,4.64,4.31,2.65,11.86,4.67,50.14196058,21.38601709,5.057946564,2.837410387,0.0112,0.0037,Low
WPB206,blend,89.99,6.3,4.65,1.47,21.59,7.62,86.94901655,4.474273591,7.05209869,8.915372163,0.0215,0.0066,High
WPB207,concentrate,54.92,6.19,3.66,3.12,11.44,4.02,26.68896597,30.75311716,3.952064257,5.126890919,0.0101,0.0016,Low
WPB208,isolate,84.73,5.15,2.63,4.05,18.71,6.5,93.92565658,7.581523113,9.813330885,8.707685849,0.0058,0.0045,High
WPB209,blend,67.75,0,2.21,3.22,16.23,5.59,65.91369056,34.04654945,4.165679829,4.185412708,0.0105,0.0001,Low
WPB210,blend,86.98,3.4,3.7,3.47,20.43,7.18,94.34578448,6.219006504,8.55935801,8.690186543,0.011,0.0006,High
WPB211,isolate,88.74,7.02,4.99,5.02,20.12,8.2,88.68898729,5.292275345,9.282654051,8.622343217,0.0068,0.0006,High
WPB212,blend,71.48,7.86,3.47,3.57,16.04,6.17,55.49411465,14.31933498,4.726142019,6.281779208,0.0316,0.0007,Medium
WPB213,isolate,45.55,4.96,1.14,1.73,7.59,3.08,50.3023771,30.39538106,3.889560845,4.191652033,0.0041,0.0044,Low
WPB214,concentrate,59.13,3.74,1.27,4.66,10.43,4.14,45.03542052,32.28895104,7.088394601,5.092940216,0.0225,0.0101,Low
WPB215,concentrate,67.5,5.27,3.52,4.23,15.05,5.61,62.48127421,1.746941256,6.841120215,5.058858923,0.0005,0.0013,Medium
WPB216,concentrate,56.6,7.39,3.61,5.39,10.18,4.12,59.92119095,36.52347342,4.957861549,4.378790291,0.0115,0.0032,Low
WPB217,isolate,56.62,4.22,0.58,3.26,15.41,6.06,51.65461793,34.4118373,4.815886799,2.037925658,0.0144,0.0018,Low
WPB218,blend,47.16,12.25,0.13,3.39,9.73,4.02,61.94465329,18.97880382,4.059886811,2.537534017,0.0012,0.001,Low
WPB219,concentrate,68.52,0.01,2.07,4.22,15.1,5.5,60.2040838,18.90345561,6.647397249,6.827097897,0.0232,0.0019,Medium
WPB220,concentrate,85.69,7.1,1.31,4.5,17.62,6.96,90.93321252,7.364817273,7.94731087,9.075618483,0.0122,0.004,High
WPB221,concentrate,50.61,3.61,3.55,3.55,11.26,4.11,51.2501371,28.4697799,3.178826199,3.155660996,0.0018,0.0001,Low
WPB222,blend,67.35,1.18,4.12,2.53,14.33,5.39,68.43700525,8.344660429,4.710783669,6.046331477,0.0128,0.0072,Medium
WPB223,blend,47.12,5.71,3.4,3.67,10.44,4.32,39.57033439,25.20937831,4.588419423,3.248622542,0.0153,0.0022,Low
WPB224,isolate,88.23,4.54,2.88,5.15,18.76,7.28,84.02500901,6.30051224,8.754653383,8.079796213,0.0033,0.0007,High
WPB225,concentrate,68.93,3.69,2.43,3.12,14.52,5.15,44.63221749,39.66518049,4.500824854,4.865216824,0.0131,0.0024,Low
WPB226,blend,80.04,3.23,3.96,3.45,16.43,5.89,61.28064392,14.58276562,6.081981663,6.24430013,0.0092,0.0021,Medium
WPB227,isolate,56.12,4.39,0.88,2.86,11.94,4.37,46.43681113,34.85304646,4.506425374,3.156371177,0.0119,0.0022,Low
WPB228,concentrate,62.9,5.45,7.32,4.68,14.9,5.24,47.08231146,28.59044091,3.47865649,4.114142601,0.0157,0.004,Low
WPB229,blend,80.78,6.07,0.47,5.01,20.49,7.34,71.1178275,6.428278683,6.920235708,5.870163049,0.0261,0.005,Medium
WPB230,blend,52.87,9.05,3.48,4.13,11.41,4.48,44.49812576,41.86148745,2.018817544,2.606973279,0.0041,0.0001,Low
WPB231,isolate,88.77,8.23,5.37,2.16,20.62,7.08,89.58652241,5.085368527,8.170930606,8.448022623,0.0114,0.0089,High
WPB232,concentrate,90.93,4.66,0.7,4.23,19.18,6.52,91.00575082,11.0520277,8.985667175,9.444793605,0.0371,0.0003,High
WPB233,concentrate,62.8,0.42,3.23,3.96,14.15,5.86,40.03070069,30.19352163,1.176735797,3.633524524,0.0013,0.0031,Low
WPB234,blend,62.87,2.95,7.41,3.6,14.39,5.99,48.64589749,35.77511614,4.631216479,4.536530313,0.011,0.0078,Low
WPB235,concentrate,69.86,11.7,1.69,5.79,16.4,5.81,79.13955822,20.01550684,6.169985579,7.165977067,0.0002,0.0092,Medium
WPB236,isolate,63.23,9.99,2.05,3.71,14.34,5.62,53.01213516,31.0535298,3.356850067,2.250841882,0.002,0.0045,Low
WPB237,blend,93.57,5.85,3.47,5.21,19.57,7.7,94.47850778,2.594083725,8.552158898,8.164139853,0.0153,0.0024,High
WPB238,blend,92.48,3.87,1.01,3.51,21.26,8.88,89.98037806,5.742402536,8.52184263,8.036997957,0.0133,0.0014,High
WPB239,isolate,47.4,2.23,4.21,3.42,11.78,4.86,43.44534101,18.46938769,5.218309514,2.571598682,0.0185,0.0017,Low
WPB240,blend,45.64,4.07,0.49,3.59,10.45,4.17,37.75297406,33.54479308,2.864698033,4.11613283,0.0071,0.0005,Low
WPB241,concentrate,58.26,5.44,4.84,6,11.09,4.11,36.64697844,12.90078031,3.530450966,1.86409284,0.0222,0.0029,Low
WPB242,concentrate,82.37,2.29,0.75,3.94,17.09,6.83,67.39338786,15.76338779,6.572636106,5.525849543,0.0098,0.001,Medium
WPB243,blend,88.68,0.55,3.59,5.32,20.55,7.52,91.71597742,0,6.981664401,7.467770864,0.0008,0.0008,High
WPB244,isolate,53.36,1.93,4.41,5.2,11.27,4.34,42.89345824,49.43409567,4.334806793,3.629662872,0.022,0.0009,Low
WPB245,isolate,87.73,9.32,1.96,2.89,18.52,7.44,85.69701625,5.949534725,8.905270719,9.061630804,0.0048,0.0016,High
WPB246,concentrate,91.06,4.41,3.11,4.54,22.69,8.52,91.57886238,5.52413215,9.032149437,8.73761444,0.002,0.0001,High
WPB247,isolate,52.75,5.69,4.17,2.67,13.42,4.8,48.69325616,21.99179277,2.560891941,2.199529486,0.0174,0.0004,Low
WPB248,blend,89.44,5.82,0.81,3.65,17.06,5.9,87.46705014,4.394341963,9.850535652,9.076279283,0.0256,0.0018,High
WPB249,blend,87.61,5.64,1.94,4.2,17.15,5.87,95.71511718,5.834912152,7.949327159,9.549289418,0.0073,0.0021,High
WPB250,concentrate,48.78,1.35,0.22,4.93,11.81,4.17,49.34443807,32.25035021,4.115745889,2.868949909,0.0101,0.0057,Low
WPB251,concentrate,48.23,9.54,4.31,3.29,9.87,3.74,43.4720423,53.29824917,3.587421674,2.290267357,0.0054,0.004,Low
WPB252,concentrate,89.58,5.72,2.33,4.89,17.86,6.46,88.38887827,0,9.35377705,9.491283333,0.0187,0.002,High
WPB253,isolate,36.06,3.57,4.13,3.71,7.63,2.83,48.2042719,28.92007257,2.739720164,3.353078573,0.041,0.0001,Low
WPB254,blend,58.35,4.44,6.18,4.27,12.87,4.65,60.40552384,40.11976715,4.201726549,2.988193616,0.0005,0.0039,Low
WPB255,blend,74.15,3.37,0.72,3.22,15.94,6.49,68.33228586,13.61233312,5.599277655,6.441012409,0.003,0.0024,Medium
WPB256,blend,61.62,3.23,1.21,3.14,15.22,5.83,43.60933605,40.53818565,3.342046176,4.720411577,0.0203,0.0064,Low
WPB257,concentrate,78.01,5.98,1.32,3.59,17.78,6.72,66.77809445,13.48613515,6.175463864,6.928316937,0.0111,0.0012,Medium
WPB258,blend,55.31,0,5.3,3.7,12.14,4.5,40.08266043,35.52671561,3.825780758,4.132499918,0.0073,0.0005,Low
WPB259,isolate,69.66,3.09,2.54,4.74,17.2,6.42,62.56657448,17.85870693,4.990216836,5.899830383,0.0004,0.002,Medium
WPB260,isolate,69.93,1.9,5.03,4.79,19.55,7.87,56.19139429,16.23183557,7.28455259,5.968626506,0.0076,0.0008,Medium
WPB261,blend,71.78,5.39,8.27,4.9,14.34,5.87,70.00373913,15.886683,6.537390562,6.582165462,0.0033,0.0079,Medium
WPB262,concentrate,61.08,0,0.2,5.3,15.31,6.21,40.82059379,19.74313707,2.100870099,4.709044356,0.001,0.0076,Low
WPB263,blend,67.38,0.22,1.73,6.64,13.07,5.15,60.22561697,23.72803256,2.934951712,6.897860422,0.0009,0.0027,Low
WPB264,isolate,88.99,3.2,4.82,3.67,19.69,7.92,85.17911312,3.982528,8.572206539,8.217740826,0.0195,0.0089,High
WPB265,isolate,86.23,6.47,2.03,3.98,19.01,7.23,94.96834921,6.528991906,9.10007537,10,0.0118,0.0002,High
WPB266,isolate,72.57,10.02,0.45,3.5,16.67,6.03,80.04599565,19.4556432,6.834336202,7.147523723,0.0396,0.0014,Medium
WPB267,blend,51.93,7.39,0.76,3.61,13.17,4.79,51.09745732,41.88594476,1.584337594,2.619159642,0.0013,0.0044,Low
WPB268,isolate,62.28,5.36,1.33,4.47,14.25,5.97,50.24244371,39.29524731,5.229191495,2.630664577,0.0087,0.0018,Low
WPB269,concentrate,72.71,8.63,,3.45,15.51,5.95,74.85955392,18.25361057,4.445306917,5.788006301,0.0189,0.005,Medium
WPB270,blend,87.87,5.64,1.92,4.28,17.67,7.26,92.96060568,11.39492057,8.299729378,7.356485073,0.0376,0.0003,High
WPB271,blend,81.72,9.2,4.47,4.17,16.37,6.58,76.65014564,20.34457625,4.002463082,7.060385266,0.0132,0.0006,Medium
WPB272,isolate,51.03,5.02,0.8,3.7,11.81,4.64,47.29423053,18.46445583,2.515305224,4.378642806,0.0155,0.0059,Low
WPB273,isolate,77.79,11.33,3.78,2.92,13.59,4.66,67.89666028,11.78519317,5.357708981,5.921240455,0.0082,0.0003,Medium
WPB274,concentrate,61.3,0.31,2,2.76,16.76,6.15,52.85340702,34.87701818,2.803289594,1.650190886,0.0057,0.0005,Low
WPB275,blend,88.19,6.42,4.26,5.49,19.16,6.82,93.39877176,0.013289474,9.273300923,7.765993397,0.0049,0.0005,High
WPB276,isolate,84.77,1.35,,4.28,18.04,6.27,70.07920795,17.53454491,7.391815164,5.00608595,0.0063,0.0043,Medium
WPB277,concentrate,66.66,6.46,2.28,0.94,14.92,5.33,49.2462407,21.40075667,2.23218765,1.810965661,0.0148,0.0013,Low
WPB278,isolate,88.79,6.28,4.67,5.58,16.39,5.65,83.65072444,4.898933066,8.044945368,8.409853711,0.0092,0.0024,High
WPB279,blend,49.37,7.58,5.45,5.05,10.28,3.64,48.43449366,27.29270124,3.971048011,3.743297767,0.0028,0.001,Low
WPB280,isolate,71.22,6.68,3.4,3.32,15.56,5.42,78.42452061,19.60702961,6.03522651,5.783020942,0.0131,0.0028,Medium
WPB281,blend,76.06,7.23,2.49,2.44,16.18,6.36,71.49520314,22.47158804,7.241895313,5.479512056,0.0093,0.001,Medium
WPB282,isolate,84.73,7.19,3.11,1.89,20.41,7.28,96.08788641,7.700008579,8.265828972,8.580787582,0.0099,0.0115,High
WPB283,blend,56.88,4.62,2.94,4.02,11.88,4.45,49.36496845,23.03260623,4.550347113,3.929162724,0.0104,0.0041,Low
WPB284,concentrate,66.82,4.74,5.03,3.52,13.68,5.45,37.5204984,32.12061756,4.300244868,1,0.0043,0.0058,Low
WPB285,blend,55.44,11.74,1.54,3.52,12.08,4.79,41.3947422,29.81069963,2.805109391,4.809873528,0.0011,0.0013,Low
WPB286,concentrate,54.87,3.64,0.23,4.79,13.04,5.13,28.12241301,29.38686353,1,5.077322402,0.0108,0.0006,Low
WPB287,blend,79.27,3.55,3.92,4.07,18.05,6.24,74.18258135,17.3097371,4.230123021,6.013081253,0.0095,0.0016,Medium
WPB288,concentrate,89.57,8.18,2.94,4.65,20.64,8.65,87.70934733,2.240931367,8.329378246,9.283800102,0.0106,0.0015,High
WPB289,isolate,84.56,5.02,2.54,4.46,18.44,7.17,91.96862073,8.168619059,10,10,0.0162,0.0104,High
WPB290,blend,72.72,8.95,6.63,0.92,15.61,6.24,57.56904242,18.46326688,4.82730415,4.603443163,0.0034,0.0002,Medium
WPB291,isolate,68.26,2.99,1.16,5.14,15.69,5.97,53.13573786,33.66831243,3.686312017,3.199673886,0.0196,0.0098,Low
WPB292,concentrate,57.28,7.1,,2.92,12.7,5.07,19.84452874,20.4023417,3.331521758,1,0.0176,0.0058,Low
WPB293,blend,47.95,2.81,4.02,4.8,10.71,4.22,44.82837539,24.10183529,2.91895655,2.245162516,0.0242,0.0004,Low
WPB294,blend,87.42,7.02,1.5,5.31,20.38,7.75,91.80026401,6.287970252,8.957149605,8.34297629,0.0026,0.0048,High
WPB295,isolate,66.09,4.03,2.92,4.94,15.92,5.6,59.84097644,16.03979133,5.717807565,6.499395134,0.0056,0.0083,Medium
WPB296,blend,42,5.7,6.57,5.77,8.53,3.25,41.23797925,23.41407969,5.737339522,2.764148475,0.0272,0.0012,Low
WPB297,blend,61.88,3.65,,3.34,12.97,4.48,31.88573932,39.36982444,2.794465997,3.296881201,0.0106,0.0016,Low
WPB298,isolate,74.98,4.79,1.48,5.43,17.04,6.39,73.07629299,19.08385681,5.263584112,5.467947894,0.0104,0.0016,Medium
WPB299,blend,89.56,7.73,5.04,5.97,21.22,7.44,94.41104644,4.592221098,7.789438137,8.054539798,0.0005,0.0044,High
WPB300,isolate,80.79,7.17,5.59,5.03,17.12,5.92,58.31583455,22.81508946,7.49968778,4.389321788,0.0008,0.0012,Medium
WPB301,isolate,57.38,5.95,1.53,3.37,10.27,3.69,46.7711332,28.30645071,1.921313492,2.977536856,0.0023,0.0021,Low
WPB302,isolate,90.2,11.1,3.06,3.15,20.08,7.82,87.30496132,4.780502843,9.779524189,9.008636531,0.0049,0.0008,High
WPB303,isolate,56.8,7.07,3.69,3.35,13.26,4.8,41.34696429,11.68966093,3.242904347,2.479799923,0.0033,0.0078,Low
WPB304,isolate,81.43,3.51,3.55,3.78,18.17,7.29,68.40853059,10.69359456,5.232097197,6.012407841,0.0367,0.0073,Medium
WPB305,concentrate,93.32,4.44,1.37,4.75,20.45,7.99,98.71883838,5.739071318,8.348516373,8.025945402,0.003,0.0022,High
WPB306,concentrate,56.4,5.23,2.84,3.83,12.3,4.36,45.9796205,34.93113139,4.046268251,3.414766385,0.0099,0.0066,Low
WPB307,isolate,56.1,8.6,1.74,4.87,11.71,4.01,49.26438051,30.79014921,2.716165829,3.669800165,0.0086,0.0024,Low
WPB308,concentrate,57.24,7.99,3.92,4.92,11.8,4.8,33.65652392,41.55236584,3.240196227,3.82786833,0.0125,0.0009,Low
WPB309,concentrate,87.68,3.78,0.32,5.23,17.41,6.11,92.49098864,4.460375337,9.097604499,7.965403164,0.0011,0.0015,High
WPB310,blend,73,7.43,1.59,2.32,16.11,6.32,65.84486202,5.836402909,5.691606599,4.269320319,0.0168,0.0032,Medium
WPB311,isolate,62.34,4.42,1.04,3.26,12.96,4.75,56.85385844,19.8261585,5.027615599,5.557796203,0.0004,0.0071,Low
WPB312,concentrate,52.21,2.67,3.36,2.53,11.38,3.96,42.72378215,22.67829453,4.605959857,3.726470102,0.0052,0.0001,Low
WPB313,blend,51.8,6.91,4.05,5.31,10.89,4,45.51167559,33.22154542,1.968745358,4.387602548,0.0062,0.0006,Low
WPB314,blend,79.49,2.14,3.39,3.43,18.47,6.65,65.60737333,18.00427161,5.967607728,6.683850338,0.0009,0.0066,Medium
WPB315,isolate,90.93,5.69,6.02,1.56,21.57,7.71,89.88428312,2.276447707,10,6.584192503,0.0122,0.0007,High
WPB316,isolate,71.33,6.71,2.72,4.51,13.75,5.59,67.16210631,14.45752206,2.558330491,5.134857995,0.0283,0.0102,Low
WPB317,blend,81.1,3.91,1.08,2.63,19.57,8.18,79.69578401,18.76950793,5.963375093,6.944701385,0.0072,0.0006,Medium
WPB318,isolate,79.14,3.73,1.63,2.81,18.5,6.33,69.62170728,17.64310111,8.355068127,7.002338924,0.0022,0.008,Medium
WPB319,isolate,61.8,4.83,1.33,2.66,14.58,5.59,48.64630954,40.34298482,2.86697768,4.322037987,0.0023,0.0012,Low
WPB320,blend,74.26,10.3,2.39,3.26,16.51,6.65,77.67843204,17.22920515,4.373802629,7.013681056,0.0011,0.0111,Medium
WPB321,blend,58.94,3.29,0.03,4.51,12.54,4.31,51.47583292,25.58313967,2.631292729,1.827052514,0.025,0.0079,Low
WPB322,isolate,78.05,6.42,3.18,4.87,18.67,7.22,66.33567139,14.23856392,6.476971104,6.347842229,0.0178,0.0046,Medium
WPB323,concentrate,72.29,3.69,3.74,4.09,14.09,4.97,66.87429257,15.19524672,6.442163073,3.755462165,0.0242,0.0041,Medium
WPB324,isolate,74.76,7.39,3.36,5.98,16.72,6.46,65.50797276,1.681119912,5.530737855,4.992208946,0.0194,0.0039,Medium
WPB325,concentrate,79.76,1.97,5.74,3.72,16.85,6.7,73.26938896,19.25245226,4.963465748,7.350708604,0.0095,0.0033,Medium
WPB326,blend,54.87,5.17,6.57,2.57,11.97,4.83,57.0998787,20.21340425,3.704807958,4.185265801,0.0265,0.002,Low
WPB327,concentrate,78.06,1.12,2.8,4.47,17.21,6.96,63.79610194,20.98773952,6.067944834,5.977420564,0.0136,0.011,Medium
WPB328,blend,61.28,0.86,5.18,4.71,10.41,3.64,28.02170719,31.19196713,6.744624234,5.228996719,0.025,0.0009,Low
WPB329,isolate,79.25,4.66,0.24,5.38,16.28,5.93,64.86338317,13.03503971,7.643444108,3.939422513,0.0052,0.0051,Medium
WPB330,isolate,83.65,4.29,6.54,4.14,17.81,7.45,67.76906329,13.00110194,6.164497426,6.084971598,0.0217,0.0004,Medium
WPB331,blend,86.26,3.08,3.29,5.38,16.48,6.73,94.21784036,4.624870706,7.914505537,9.724005623,0.0156,0.0025,High
WPB332,blend,83.21,1.89,3.81,3.76,19.53,7.77,66.28476773,16.15373457,6.947557162,6.239266141,0.021,0.0014,Medium
WPB333,blend,89.42,4.02,1.32,2.23,20.3,7.8,97.89951802,7.220444401,9.325369289,7.860469791,0.0337,0.0016,High
WPB334,isolate,90.5,3.81,4.51,4.44,19.45,7.04,89.04441839,8.478326008,8.661298991,9.577566384,0.0108,0.0024,High
WPB335,isolate,78.48,8.65,3.52,5.54,17.44,7.01,64.62817025,15.19789142,4.643910835,7.29722354,0.0038,0,Medium
WPB336,concentrate,78.23,9.37,5.02,4.83,15.77,5.47,58.25902291,16.46096335,5.964832374,4.85431283,0.0002,0.0008,Medium
WPB337,blend,71.81,4.3,2.29,5.11,17.27,6.85,71.86381974,21.14269895,7.641256893,6.18545191,0.0116,0.0035,Medium
WPB338,concentrate,78.99,5.63,2.55,4.93,19.58,7.98,81.15793126,15.46192329,5.015196112,5.730494169,0.0131,0.0053,Medium
WPB339,isolate,67.81,6.22,2.26,4.75,13.39,5.15,66.91004094,15.39141362,5.889404091,6.853401129,0.0115,0.0006,Medium
WPB340,concentrate,85.48,4.09,5.26,4.43,19.45,7.95,68.70816562,19.38217175,4.348120734,6.698702393,0.0109,0.0019,Medium
WPB341,concentrate,57.67,3.24,,2.7,12.42,4.35,49.6708128,46.90565263,4.33272922,5.21972333,0.0006,0.0006,Low
WPB342,isolate,63.12,5.69,4.86,2.32,16.51,5.84,53.74620945,35.3565268,4.069386406,1.935830161,0.0183,0.0024,Low
WPB343,isolate,78.41,5.22,5.24,4.29,16.26,5.67,69.14044853,8.039476019,7.917826491,4.946011998,0.0367,0.0027,Medium
WPB344,blend,55.26,2.29,6.41,2.71,13.63,4.92,53.41803107,22.1767108,1.318420411,2.109806294,0.0067,0.0004,Low
WPB345,concentrate,72.3,7.21,4.28,3.44,15.19,6.34,65.11118701,14.24678387,5.642108617,6.869866827,0.0045,0.0037,Medium
WPB346,isolate,85.81,8.86,1.22,4.61,14.52,5.56,93.36858969,0.207327261,8.006136839,6.937329555,0.0159,0.0107,High
WPB347,isolate,78.9,7.2,4.35,4.28,17.23,6.32,65.06912351,7.813738464,4.186057582,7.707085108,0.0053,0.0064,Medium
WPB348,concentrate,60.09,10.44,6.6,2.93,13,5.44,22.07805352,23.00185428,2.924057177,4.420053539,0.0005,0.0051,Low
WPB349,isolate,77.79,9.49,3.52,5.26,15.84,6.14,57.09677399,21.41554859,4.86180182,6.630571508,0.007,0.0048,Medium
WPB350,blend,74.41,7.05,2.26,4.63,17.39,6.16,68.71636596,16.77883276,5.641440398,6.424866274,0.0084,0.0022,Medium
WPB351,blend,57.89,0,7.07,1.87,13.72,5.34,40.43364503,42.06863078,4.383808505,4.086396039,0.0486,0.0065,Low
WPB352,concentrate,72.89,4.16,,5.26,15.17,6.34,74.03107429,16.7836214,6.148159464,5.062687398,0.0058,0.0037,Medium
WPB353,blend,85.96,8.38,2.09,3.85,20.05,7.93,88.45135134,5.423143481,9.300114498,6.877323658,0.0048,0.0007,High
WPB354,isolate,87.17,6.46,6.14,2.85,19.2,7.44,100,8.228700589,8.345110216,8.755083557,0.018,0.0005,High
WPB355,isolate,53.37,7.22,0.78,4.99,11.77,4.82,44.04462805,29.13518108,3.738605018,1.514215155,0,0.0014,Low
WPB356,isolate,82.32,0.82,5.71,4.58,18.75,6.43,68.04946993,20.69637223,7.713767045,3.968454204,0.0065,0.0003,Medium
WPB357,isolate,45.44,7.12,,2.94,8.89,3.65,39.83979178,27.11173127,3.993400386,3.81980072,0.0106,0.0003,Low
WPB358,concentrate,74.83,5.62,4.65,4.77,17.83,6.19,81.99761752,19.25489345,5.423870218,4.227166119,0.0158,0.002,Medium
WPB359,blend,78.16,7.11,4.84,4.46,15.56,5.31,77.30757746,13.01268726,5.66544498,6.169192503,0.0036,0.0018,Medium
WPB360,blend,93.96,6.76,0.65,4.62,19.25,6.67,87.71764787,2.755054048,9.014206263,9.525691541,0.0055,0.0059,High
WPB361,isolate,71.96,9.93,3.03,4.03,16.79,6.59,56.50882721,22.75548515,6.424468011,6.303873961,0.0005,0.0008,Medium
WPB362,concentrate,69.42,6.54,0.25,2.51,16.19,6.21,74.09221754,16.9459202,6.162986821,6.507529797,0.0025,0.0104,Medium
WPB363,isolate,60.06,6.41,0.93,4.19,12.95,5.17,49.17935351,24.91361572,3.442121842,2.826986759,0.0188,0.0005,Low
WPB364,isolate,56.15,0.47,3.05,4.46,11.53,4.61,39.9216942,22.0194608,3.675566018,2.898803352,0.0117,0.0048,Low
WPB365,concentrate,73.9,7.95,6.7,3.73,18.43,6.76,60.27129605,5.910684681,5.395595321,7.586443681,0.0149,0.0047,Medium
WPB366,concentrate,58.06,6.43,5.6,4.45,15.03,6.24,49.55563265,26.43291614,2.087053488,2.201878782,0.0017,0.0016,Low
WPB367,isolate,61.03,3.53,0.27,3.59,14.38,5.83,45.21640704,33.05845874,5.010087941,1.934576288,0.0024,0.0071,Low
WPB368,blend,78.69,2.16,4.53,4.42,15.38,6.12,66.74961739,12.72921587,6.327575662,8.241575539,0.0048,0.0001,Medium
WPB369,isolate,76.51,4.05,0.38,4.68,17.23,6.33,76.15722277,9.309126879,5.042601689,6.854421054,0.0201,0.0022,Medium
WPB370,blend,91.95,9.2,5.78,5.16,19.88,6.93,87.32657246,8.669627685,8.519366011,9.923989639,0.0107,0.0005,High
WPB371,blend,88.59,12.1,0.64,4.6,19.03,7.39,89.85406212,7.92888733,8.674801503,9.159753948,0.0039,0.001,High
WPB372,concentrate,55.3,4.07,5.06,4.72,13.25,5.07,57.66504014,40.68584008,4.341512676,3.95405511,0.0002,0.0001,Low
WPB373,concentrate,90.14,2.18,2.05,4.9,18.21,6.21,82.84954942,1.859088094,8.536357051,7.729714319,0.0127,0.0024,High
WPB374,isolate,84.22,8.03,,3.93,17.22,5.9,91.01761403,2.054118248,8.178317631,6.59690896,0.0007,0.0014,High
WPB375,blend,89.85,3.95,2.78,2.79,19.35,7.77,82.33607491,4.033300928,6.476410115,7.75810978,0.0015,0.0002,High
WPB376,blend,73.48,7.82,1.85,2,16.54,6.13,68.36080494,10.84774041,6.175505189,5.764439189,0.0186,0.0033,Medium
WPB377,isolate,45.69,7.64,4.52,4.71,10.28,3.66,56.72687248,26.98354518,4.712062201,3.11230309,0.0008,0.0121,Low
WPB378,isolate,77.13,1.83,1.18,4.6,19.09,6.74,71.0982751,17.59762328,6.786915765,4.055635658,0.003,0.0004,Medium
WPB379,isolate,86.63,5.31,5.39,4.47,20.49,8.08,91.90244614,2.976594682,8.310089342,9.487068825,0.0014,0.0014,High
WPB380,concentrate,83.16,0,7.2,1.97,18.83,6.83,79.65075888,4.827859372,9.081598145,6.304736416,0.0054,0.0017,High
WPB381,isolate,70.64,7.67,1.24,4.56,17.59,6.44,80.68874927,14.53001074,6.177864264,7.342758235,0.0088,0.0019,Medium
WPB382,isolate,66.83,3.72,2.11,3.85,13.93,5.27,38.9088205,12.16970865,4.613012815,4.001488721,0.0024,0.0003,Low
WPB383,blend,86.33,2.75,7.21,2.74,20.82,7.81,77.76131753,11.22998836,6.600232107,9.592571889,0.0148,0.001,High
WPB384,isolate,88.97,5,3.85,5.52,21.42,8.72,86.12611418,3.367637829,10,7.677306994,0.0008,0.0016,High
WPB385,blend,84.75,4.52,1.8,3.12,22.15,8.53,88.3024307,11.38707992,8.157766832,6.495349336,0.0114,0.0017,High
WPB386,blend,69.71,3.42,3.57,4.88,16.2,6.73,41.13803404,22.42679615,6.088498163,4.534360509,0.0082,0.0015,Low
WPB387,concentrate,75.35,3.58,1.95,4.74,15.72,5.82,66.79066026,17.19152121,6.811178645,5.601717325,0.0026,0.0059,Medium
WPB388,isolate,71.58,4.72,2.62,4.42,15.17,6.17,85.40861328,19.92329072,6.847661487,5.941148561,0.0011,0.0017,Medium
WPB389,isolate,79.43,5.07,2.72,4.62,16.25,6.39,78.24524783,10.70628356,5.367502454,5.675845663,0.0274,0.0027,Medium
WPB390,blend,85.25,8.55,3.36,4,23.47,9.83,76.8823746,13.82274663,5.730321456,6.482475077,0.038,0.0045,Medium
WPB391,concentrate,72.96,11.12,4.45,3.73,17.48,6.41,59.81223357,13.24670307,4.049058655,6.302447104,0.0079,0.0001,Medium
WPB392,concentrate,71.48,6.93,5.46,5.36,16.66,6.64,75.67949544,12.23246461,6.470285703,6.814910539,0.004,0.0104,Medium
WPB393,isolate,94.89,5.37,3.82,4.13,24.48,9.6,99.41089275,7.998126424,8.424723248,8.148513197,0.002,0.0028,High
WPB394,blend,87.63,0.49,1.77,4.25,20.65,8.13,88.24256002,6.108576033,8.541472136,9.882223449,0.0029,0.0045,High
WPB395,isolate,73.82,3.7,5.81,3.28,18.1,7.14,79.47210813,9.082088183,5.352667891,7.07935296,0.0188,0.0015,Medium
WPB396,isolate,39.99,0.76,5.34,3.74,9.24,3.32,35.03164387,39.31256501,2.850219303,3.477485818,0.0017,0.0051,Low
WPB397,isolate,74.83,1.05,1.35,4.38,16.46,5.91,75.30390258,16.13312796,6.24107457,4.801094962,0.0058,0.002,Medium
WPB398,isolate,83.93,6.9,3.53,3.47,15.08,5.65,90.45773037,2.753140906,8.209023993,8.412825433,0.0308,0.0002,High
WPB399,blend,86.32,3.94,2.92,2.73,18.93,6.87,95.89947536,7.477345938,9.046994934,8.243048588,0.0485,0.0009,High
